Municipios,Edad media de la población,Población,Porcentaje de hogares unipersonales,Porcentaje de población de 65 y más años,Porcentaje de población española,Porcentaje de población menor de 18 años,Tamaño medio del hogar,Media de la renta por unidad de consumo,Mediana de la renta por unidad de consumo,Renta bruta media por hogar,Renta bruta media por persona,Renta neta media por hogar,Renta neta media por persona,Distribución de la renta P80/P20,Índice de Gini
38030 Puntallana,45.9,2592.0,27.6,23.1,89.3,14.7,2.7,20354.0,17150.0,39749.0,14321.0,36267.0,13067.0,2.9,31.1
"38031 Realejos, Los",43.9,37101.0,24.8,18.7,93.9,15.2,2.8,16422.0,15050.0,34378.0,12210.0,29838.0,10598.0,2.3,27.2
"38032 Rosario, El",43.1,17714.0,26.8,16.0,93.3,15.3,2.7,24503.0,20650.0,54831.0,19918.0,43813.0,15916.0,2.8,32.3
38033 San Andrés y Sauces,50.0,4252.0,27.6,29.4,93.4,10.5,2.7,19585.0,16450.0,38218.0,14016.0,34961.0,12822.0,2.7,32.0
38034 San Juan de la Rambla,42.5,4303.0,30.3,16.7,95.4,16.3,2.6,16496.0,15050.0,32846.0,12155.0,28762.0,10643.0,2.3,28.4
38035 San Miguel de Abona,40.6,22656.0,28.6,13.7,63.3,17.7,2.6,16722.0,15050.0,34108.0,12225.0,29050.0,10412.0,2.6,31.5
38036 San Sebastián de la Gomera,43.9,9503.0,29.7,18.9,87.1,14.8,2.6,20780.0,18550.0,41816.0,15935.0,34963.0,13324.0,2.5,29.8
38037 Santa Cruz de la Palma,46.6,15266.0,27.2,23.2,92.3,12.0,2.7,22082.0,17850.0,44025.0,16170.0,39572.0,14534.0,2.8,33.9
38038 Santa Cruz de Tenerife,44.7,205838.0,30.4,20.3,92.9,14.1,2.5,21160.0,17150.0,43909.0,17118.0,36062.0,14058.0,3.2,34.7
38039 Santa Úrsula,42.9,15236.0,26.0,16.5,90.1,15.8,2.6,17623.0,15050.0,35974.0,13760.0,30452.0,11648.0,2.8,32.5
38040 Santiago del Teide,43.1,11880.0,27.6,18.8,57.6,15.8,2.6,16086.0,14350.0,31782.0,11524.0,27103.0,9828.0,2.7,31.8
"38041 Sauzal, El",44.0,9056.0,22.6,18.1,92.9,15.0,2.7,20162.0,17150.0,43358.0,15673.0,35957.0,12997.0,2.8,31.7
"38042 Silos, Los",47.7,4590.0,25.5,25.5,90.9,12.8,2.7,16219.0,14350.0,33209.0,11759.0,29218.0,10345.0,2.2,28.4
38043 Tacoronte,43.5,24469.0,24.8,17.8,95.9,15.7,2.7,19592.0,16450.0,41929.0,15313.0,34966.0,12770.0,2.9,32.2
"38044 Tanque, El",44.8,2785.0,23.8,21.3,91.8,15.2,2.8,15480.0,14350.0,31816.0,11301.0,28123.0,9989.0,2.1,26.4
38045 Tazacorte,46.8,4524.0,35.8,23.4,86.5,11.6,2.4,17532.0,15050.0,30306.0,12556.0,27883.0,11552.0,2.2,29.9
38046 Tegueste,44.1,11316.0,22.5,18.6,97.1,15.2,2.8,22180.0,19250.0,49214.0,17489.0,40425.0,14366.0,2.4,29.8
38047 Tijarafe,48.5,2609.0,34.9,24.9,76.1,10.9,2.4,18823.0,15750.0,32711.0,13417.0,29822.0,12232.0,2.8,34.0
38048 Valverde,46.3,5111.0,35.8,22.8,89.9,13.4,2.4,20310.0,17850.0,39038.0,16342.0,32467.0,13591.0,2.9,32.5
38049 Valle Gran Rey,47.9,4693.0,36.8,23.0,65.9,11.2,2.3,17423.0,14350.0,30576.0,12562.0,26402.0,10847.0,3.0,34.7
38050 Vallehermoso,52.8,2892.0,51.4,32.8,87.0,7.9,2.0,16635.0,15050.0,26353.0,12697.0,23365.0,11257.0,2.5,29.5
"38051 Victoria de Acentejo, La",43.9,9212.0,25.5,18.3,95.4,15.1,2.6,15549.0,13650.0,30930.0,11704.0,27253.0,10313.0,2.4,28.5
38052 Vilaflor de Chasna,46.3,1850.0,33.0,22.1,84.9,12.0,2.5,17412.0,15750.0,34019.0,13615.0,29351.0,11747.0,2.5,30.0
38053 Villa de Mazo,45.9,4927.0,28.7,20.3,89.5,13.6,2.6,19774.0,17150.0,37679.0,14137.0,34243.0,12848.0,2.7,32.1
"38901 Pinar de El Hierro, El",48.1,2027.0,35.9,24.8,84.8,10.6,2.4,17576.0,15750.0,33662.0,13691.0,28754.0,11695.0,2.8,32.4
39001 Alfoz de Lloredo,49.5,2439.0,34.7,27.6,96.3,11.8,2.3,18895.0,17850.0,35782.0,15234.0,30445.0,12962.0,2.1,26.1
39002 Ampuero,45.6,4451.0,31.0,21.4,95.8,15.6,2.4,18971.0,17150.0,36726.0,15191.0,31138.0,12879.0,2.2,26.5
39003 Anievas,53.5,278.0,33.6,34.2,98.9,7.9,2.4,19219.0,18200.0,34838.0,14537.0,30519.0,12735.0,1.8,21.7
39004 Arenas de Iguña,49.2,1739.0,31.2,29.0,97.1,12.5,2.4,18720.0,17850.0,35649.0,14802.0,30840.0,12805.0,2.2,25.9
39005 Argoños,44.6,1860.0,24.5,19.6,94.8,16.4,2.6,21315.0,19250.0,44307.0,17148.0,36544.0,14143.0,2.3,27.2
39006 Arnuero,46.8,2203.0,30.1,23.8,92.7,13.2,2.5,19758.0,17150.0,40421.0,15787.0,33811.0,13206.0,2.5,29.2
39007 Arredondo,52.3,477.0,44.4,32.3,97.1,9.0,2.1,16277.0,15050.0,27699.0,12748.0,24291.0,11179.0,2.3,28.7
"39008 Astillero, El",43.7,18101.0,27.8,19.1,92.9,17.3,2.5,20043.0,18550.0,40332.0,16089.0,33876.0,13513.0,2.2,26.1
39009 Bárcena de Cicero,43.9,4650.0,32.6,19.1,93.3,17.0,2.4,19560.0,17850.0,37870.0,15786.0,31752.0,13235.0,2.4,28.3
39010 Bárcena de Pie de Concha,52.3,675.0,32.6,33.9,98.1,9.8,2.2,20949.0,18550.0,39111.0,17409.0,32966.0,14673.0,2.3,26.8
39011 Bareyo,45.8,2147.0,32.3,23.1,94.1,15.3,2.4,18408.0,16450.0,35637.0,14543.0,30372.0,12395.0,2.5,28.9
39012 Cabezón de la Sal,45.2,8197.0,28.1,21.5,97.0,16.6,2.5,19585.0,17850.0,38759.0,15710.0,32497.0,13172.0,2.2,27.0
39013 Cabezón de Liébana,52.7,565.0,49.6,34.0,95.0,9.6,2.0,19224.0,17150.0,32267.0,15842.0,27740.0,13620.0,2.6,29.0
39014 Cabuérniga,51.4,965.0,33.2,31.8,97.6,10.2,2.4,19964.0,18550.0,38169.0,15700.0,33078.0,13606.0,2.1,26.4
39015 Camaleño,49.7,966.0,40.0,27.4,96.5,10.8,2.4,21520.0,19250.0,42241.0,17383.0,35305.0,14529.0,2.5,30.2
39016 Camargo,45.2,30105.0,23.9,21.2,94.4,15.9,2.6,20824.0,19250.0,43474.0,16702.0,36246.0,13925.0,2.3,26.4
39017 Campoo de Yuso,47.9,682.0,36.9,28.7,94.3,15.0,2.5,18889.0,17850.0,36166.0,14434.0,31021.0,12381.0,2.1,24.9
39018 Cartes,39.4,5800.0,26.6,11.6,96.2,21.6,2.5,18723.0,17850.0,37415.0,14702.0,31489.0,12374.0,2.1,23.9
39019 Castañeda,41.0,3162.0,32.8,13.6,95.7,18.9,2.4,19466.0,18550.0,37367.0,15692.0,31453.0,13209.0,2.3,25.4
39020 Castro-Urdiales,43.1,32934.0,32.9,16.3,91.0,17.5,2.3,21411.0,19250.0,42319.0,17983.0,33993.0,14445.0,2.7,31.0
39021 Cieza,50.2,551.0,32.7,33.6,98.6,12.7,2.4,18753.0,17850.0,35695.0,14641.0,30912.0,12679.0,2.4,24.5
39022 Cillorigo de Liébana,46.6,1327.0,35.5,22.5,86.7,13.6,2.4,17769.0,15750.0,34048.0,14163.0,29264.0,12173.0,2.3,28.3
39023 Colindres,43.8,8518.0,25.4,19.8,93.1,17.1,2.6,19869.0,18550.0,40562.0,15679.0,34132.0,13194.0,2.3,25.9
39024 Comillas,49.6,2114.0,45.3,29.1,94.0,11.7,2.1,18893.0,16450.0,33740.0,16041.0,27841.0,13237.0,2.3,29.9
"39025 Corrales de Buelna, Los",45.9,10694.0,28.5,23.4,93.6,15.7,2.4,18976.0,17850.0,37040.0,15159.0,31541.0,12909.0,2.2,25.0
39026 Corvera de Toranzo,47.9,2055.0,39.2,25.1,95.2,12.5,2.3,18003.0,16450.0,33314.0,14589.0,28651.0,12547.0,2.2,26.2
39027 Campoo de Enmedio,46.4,3759.0,29.9,26.3,97.2,16.3,2.4,21340.0,20650.0,41942.0,17184.0,35195.0,14419.0,2.1,23.6
39028 Entrambasaguas,40.1,5564.0,29.0,13.8,94.5,21.7,2.5,20312.0,17850.0,40575.0,16145.0,33778.0,13441.0,2.1,26.0
39029 Escalante,50.5,747.0,30.0,31.2,94.5,12.2,2.5,21711.0,19950.0,43935.0,17658.0,36197.0,14548.0,2.4,28.2
39030 Guriezo,45.5,2325.0,30.6,21.3,95.2,16.1,2.4,19644.0,17850.0,38854.0,15701.0,32141.0,12989.0,2.5,28.7
39031 Hazas de Cesto,43.3,1782.0,33.6,18.3,94.0,16.3,2.4,18915.0,17850.0,36194.0,15241.0,30457.0,12825.0,2.4,27.4
39032 Hermandad de Campoo de Suso,50.1,1588.0,39.9,27.0,98.9,11.0,2.3,24207.0,22050.0,46700.0,20490.0,38498.0,16891.0,1.9,25.2
39033 Herrerías,54.8,600.0,35.6,37.8,97.2,7.7,2.3,18876.0,17150.0,34245.0,14734.0,30303.0,13038.0,2.2,27.8
39034 Lamasón,58.3,261.0,44.8,43.3,98.5,6.5,2.3,17243.0,15750.0,30318.0,13279.0,27159.0,11895.0,2.6,26.9
39035 Laredo,49.1,10713.0,35.1,28.7,94.2,12.8,2.3,19797.0,17850.0,36697.0,16065.0,31122.0,13624.0,2.3,27.2
39036 Liendo,48.4,1241.0,34.9,27.0,96.9,15.3,2.4,22837.0,20650.0,45042.0,18866.0,36534.0,15302.0,2.3,27.9
39037 Liérganes,48.5,2401.0,28.5,26.0,95.3,12.4,2.5,20674.0,17850.0,41387.0,16520.0,34954.0,13952.0,2.2,27.5
39038 Limpias,44.4,1938.0,37.0,18.4,93.1,16.2,2.2,19353.0,17850.0,35791.0,16161.0,29973.0,13534.0,2.2,27.8
39039 Luena,52.6,625.0,41.2,33.9,97.8,9.0,2.3,17377.0,16100.0,31372.0,13735.0,27545.0,12059.0,2.5,28.6
39040 Marina de Cudeyo,47.9,5130.0,28.3,25.4,97.0,13.3,2.5,22536.0,20650.0,46630.0,18318.0,38485.0,15118.0,2.2,26.2
39041 Mazcuerras,46.0,2085.0,27.4,22.1,98.4,14.9,2.6,21138.0,19250.0,45075.0,17480.0,36199.0,14038.0,2.2,25.9
39042 Medio Cudeyo,44.4,7615.0,23.3,20.4,93.3,16.7,2.7,20888.0,18550.0,44176.0,16508.0,36776.0,13743.0,2.4,27.6
39043 Meruelo,41.1,2173.0,31.8,14.4,92.1,19.3,2.5,17514.0,15750.0,34231.0,13785.0,28943.0,11655.0,2.3,27.5
39044 Miengo,44.4,5183.0,36.6,18.5,95.2,14.4,2.2,21039.0,18550.0,39407.0,17640.0,32837.0,14699.0,2.3,26.6
39045 Miera,53.2,382.0,38.6,35.6,96.6,10.5,2.3,16395.0,15050.0,29171.0,12279.0,26110.0,10990.0,2.5,27.2
39046 Molledo,51.7,1471.0,36.4,34.3,96.8,10.9,2.2,18575.0,17150.0,33150.0,14803.0,28815.0,12867.0,2.1,25.3
39047 Noja,44.8,2714.0,38.4,19.9,89.0,15.0,2.3,18482.0,15750.0,35451.0,15238.0,29538.0,12697.0,2.6,31.6
39048 Penagos,44.6,2236.0,21.8,19.2,97.5,17.2,2.7,21706.0,19950.0,45588.0,16826.0,38282.0,14129.0,2.2,25.9
39049 Peñarrubia,54.8,335.0,41.5,34.3,90.2,6.6,2.3,20136.0,18550.0,36813.0,15777.0,31708.0,13589.0,2.7,29.4
39050 Pesaguero,53.5,283.0,39.8,34.6,97.9,11.7,2.2,16728.0,15050.0,29718.0,13384.0,26297.0,11843.0,2.4,28.3
39051 Pesquera,55.2,70.0,38.9,35.7,98.6,2.9,1.9,,,,,,,,
39052 Piélagos,40.6,26150.0,23.8,14.1,95.3,21.1,2.7,22807.0,19950.0,49330.0,18490.0,39821.0,14926.0,2.4,28.0
39053 Polaciones,53.5,208.0,53.8,27.4,98.6,5.8,2.0,17016.0,16450.0,29063.0,14813.0,25160.0,12824.0,2.6,29.9
39054 Polanco,41.5,6139.0,24.6,16.4,95.7,20.1,2.6,20336.0,18550.0,42293.0,16136.0,34817.0,13284.0,2.1,25.2
39055 Potes,47.2,1267.0,42.4,23.7,86.8,12.9,2.1,18460.0,16450.0,33377.0,15514.0,28456.0,13227.0,2.4,30.0
39056 Puente Viesgo,44.4,2811.0,27.8,21.3,97.2,18.0,2.6,19611.0,18550.0,39379.0,15326.0,33183.0,12915.0,2.3,25.7
39057 Ramales de la Victoria,46.8,3016.0,42.0,23.8,95.7,14.7,2.1,16903.0,15750.0,29033.0,13867.0,24968.0,11925.0,2.4,28.6
39058 Rasines,48.5,975.0,34.0,26.8,95.3,12.2,2.4,18168.0,17150.0,35080.0,14470.0,30235.0,12472.0,2.3,25.4
39059 Reinosa,50.4,8501.0,38.8,32.1,93.2,12.3,2.1,20470.0,19250.0,36594.0,17385.0,30945.0,14701.0,2.3,26.6
39060 Reocín,43.8,8445.0,23.4,19.4,97.1,17.7,2.6,19936.0,18550.0,41465.0,15692.0,34903.0,13209.0,2.1,25.1
39061 Ribamontán al Mar,46.0,4606.0,34.8,23.2,91.6,14.7,2.4,21966.0,19250.0,44342.0,18163.0,36100.0,14787.0,2.4,30.1
39062 Ribamontán al Monte,44.8,2449.0,27.7,20.8,94.5,16.0,2.6,20792.0,19250.0,43744.0,16444.0,36419.0,13690.0,2.3,27.8
39063 Rionansa,54.0,992.0,39.7,36.7,96.9,8.7,2.1,19302.0,18550.0,34057.0,15692.0,29479.0,13582.0,2.4,27.7
39064 Riotuerto,47.4,1665.0,28.1,25.6,94.8,13.6,2.5,18441.0,16450.0,36810.0,14724.0,31357.0,12543.0,2.5,28.3
"39065 Rozas de Valdearroyo, Las",51.0,262.0,45.0,30.2,98.1,11.5,2.0,19390.0,16450.0,35071.0,17401.0,29525.0,14649.0,3.2,33.6
39066 Ruente,48.1,1053.0,29.9,26.9,97.4,12.7,2.5,19466.0,18550.0,38236.0,15082.0,32429.0,12791.0,2.2,24.7
39067 Ruesga,54.8,802.0,37.7,36.9,98.1,6.6,2.3,17456.0,16450.0,32537.0,13875.0,28063.0,11967.0,2.2,26.4
39068 Ruiloba,48.2,779.0,38.1,24.1,90.1,11.4,2.3,19635.0,17150.0,39441.0,16659.0,32653.0,13792.0,2.5,32.3
39069 San Felices de Buelna,45.6,2390.0,25.6,22.5,97.6,16.9,2.5,19049.0,17850.0,37746.0,14842.0,32263.0,12686.0,1.9,22.0
39070 San Miguel de Aguayo,49.9,175.0,34.9,28.6,96.6,9.7,2.6,20199.0,21350.0,40794.0,15385.0,35127.0,13248.0,2.3,24.0
39071 San Pedro del Romeral,54.8,356.0,46.7,38.5,95.5,6.5,2.0,14854.0,13650.0,23224.0,11810.0,20928.0,10642.0,2.2,26.0
39072 San Roque de Riomiera,49.3,350.0,51.7,25.1,98.3,8.3,1.9,14218.0,12950.0,23609.0,12212.0,20561.0,10635.0,2.4,31.5
39073 Santa Cruz de Bezana,42.8,13564.0,21.2,18.7,96.2,18.6,2.8,25526.0,22750.0,57682.0,20892.0,45643.0,16532.0,2.4,28.6
39074 Santa María de Cayón,43.0,9337.0,28.6,17.5,93.7,18.1,2.5,19499.0,18550.0,39277.0,15475.0,33172.0,13069.0,2.3,26.0
39075 Santander,47.4,170430.0,33.3,26.5,90.2,13.6,2.3,22523.0,19950.0,45124.0,19134.0,36722.0,15572.0,2.9,32.2
39076 Santillana del Mar,45.9,4223.0,23.2,22.6,97.0,15.3,2.6,21475.0,19250.0,45384.0,17137.0,37663.0,14221.0,2.0,25.3
39077 Santiurde de Reinosa,53.8,224.0,49.6,35.7,97.8,6.7,1.9,22449.0,19950.0,38052.0,19875.0,31262.0,16329.0,1.9,29.1
39078 Santiurde de Toranzo,47.8,1734.0,29.3,27.3,98.0,14.2,2.5,19936.0,18550.0,38781.0,15791.0,33088.0,13473.0,2.0,25.1
39079 Santoña,46.2,10837.0,32.5,24.4,93.1,14.8,2.4,18753.0,17150.0,35868.0,15115.0,30657.0,12919.0,2.5,28.6
39080 San Vicente de la Barquera,48.1,4034.0,32.9,26.2,95.3,13.1,2.4,19060.0,16450.0,36718.0,15436.0,30948.0,13010.0,2.2,26.8
39081 Saro,48.8,520.0,28.3,26.5,98.3,14.2,2.6,17953.0,16450.0,36187.0,13736.0,31573.0,11984.0,2.3,26.2
39082 Selaya,48.2,1848.0,33.2,26.4,96.9,12.2,2.4,18254.0,17150.0,34528.0,14285.0,29993.0,12408.0,2.2,26.3
39083 Soba,52.9,1108.0,43.8,32.7,98.7,8.0,2.2,16575.0,15050.0,28846.0,13143.0,25069.0,11422.0,2.4,30.1
39084 Solórzano,47.9,1079.0,29.3,25.3,93.6,13.4,2.6,17912.0,16450.0,35654.0,13801.0,30951.0,11980.0,2.2,27.3
39085 Suances,45.1,9090.0,29.3,21.4,96.3,16.4,2.5,20989.0,18550.0,42190.0,17094.0,34712.0,14064.0,2.3,27.2
"39086 Tojos, Los",53.0,380.0,43.6,33.7,96.8,6.6,2.3,19475.0,17150.0,36490.0,15735.0,30814.0,13288.0,2.5,31.6
39087 Torrelavega,47.4,50291.0,30.3,26.7,92.2,14.2,2.4,18669.0,17150.0,36297.0,15293.0,30532.0,12864.0,2.5,28.5
39088 Tresviso,70.8,5.0,75.0,80.0,100.0,0.0,1.3,,,,,,,,
39089 Tudanca,52.5,155.0,44.9,27.1,97.4,6.5,2.0,16867.0,16450.0,27960.0,13889.0,24477.0,12159.0,2.4,28.4
39090 Udías,45.0,945.0,32.5,20.0,98.0,15.3,2.3,18315.0,17850.0,34512.0,14591.0,29770.0,12587.0,2.1,23.8
39091 Valdáliga,49.0,2125.0,32.7,27.1,97.6,12.4,2.4,18468.0,16450.0,35827.0,14812.0,30632.0,12664.0,2.1,26.6
39092 Valdeolea,54.4,844.0,45.8,36.3,96.8,7.2,2.0,21438.0,19250.0,36169.0,18301.0,31013.0,15692.0,2.5,28.6
39093 Valdeprado del Río,53.7,334.0,55.6,33.8,96.4,6.6,1.9,21424.0,20650.0,36137.0,18844.0,30051.0,15671.0,2.5,29.5
39094 Valderredible,52.4,890.0,53.6,31.6,95.1,8.2,1.9,19348.0,18550.0,32031.0,16485.0,27289.0,14044.0,2.7,30.0
39095 Val de San Vicente,46.1,2801.0,36.1,24.0,96.5,15.7,2.3,17808.0,16450.0,33171.0,14030.0,28571.0,12084.0,2.2,26.1
39096 Vega de Liébana,54.3,702.0,41.0,33.2,96.3,7.0,2.2,17287.0,16450.0,30950.0,13829.0,27444.0,12263.0,2.2,26.1
39097 Vega de Pas,50.5,287.0,35.7,28.6,95.8,10.1,2.6,19180.0,17850.0,40612.0,14214.0,35650.0,12478.0,2.0,24.9
39098 Villacarriedo,47.1,1664.0,30.8,24.5,97.2,14.1,2.6,18647.0,17150.0,37088.0,14251.0,32025.0,12306.0,2.3,26.8
39099 Villaescusa,44.9,3919.0,19.8,20.9,97.7,16.4,2.8,22222.0,19950.0,49251.0,17433.0,40624.0,14379.0,2.1,25.7
39100 Villafufre,48.2,1000.0,30.5,25.3,96.7,12.3,2.5,19345.0,17150.0,37577.0,15121.0,32081.0,12910.0,2.1,25.0
39101 Valle de Villaverde,53.4,254.0,53.5,30.7,94.5,9.8,1.8,17310.0,15750.0,25690.0,13858.0,21583.0,11642.0,3.3,32.5
39102 Voto,46.6,2937.0,34.9,22.9,95.0,14.6,2.3,19117.0,17850.0,35930.0,15227.0,30562.0,12952.0,2.2,27.4
40001 Abades,45.4,843.0,27.7,23.1,95.3,16.8,2.6,19300.0,17850.0,38615.0,15040.0,32811.0,12779.0,2.1,23.2
40002 Adrada de Pirón,50.1,38.0,50.0,29.0,97.4,7.9,2.1,,,35445.0,18785.0,29618.0,15697.0,,
40003 Adrados,63.4,122.0,58.7,51.6,92.6,3.3,1.6,17558.0,15750.0,25739.0,15741.0,22720.0,13895.0,2.5,27.6
40004 Aguilafuente,49.4,563.0,43.7,27.0,79.0,13.1,2.2,18707.0,16450.0,34416.0,15407.0,29473.0,13194.0,2.4,31.2
40005 Alconada de Maderuelo,63.7,24.0,64.3,41.7,100.0,0.0,1.7,,,35153.0,17813.0,29641.0,15020.0,,
40006 Aldealcorvo,62.7,18.0,69.2,44.4,94.4,5.6,1.4,,,35153.0,17813.0,29641.0,15020.0,,
40007 Aldealengua de Pedraza,58.7,83.0,53.3,44.6,92.8,1.2,1.8,,,35445.0,18785.0,29618.0,15697.0,,
40008 Aldealengua de Santa María,51.0,71.0,41.9,29.6,80.3,19.7,2.3,,,35153.0,17813.0,29641.0,15020.0,,
40009 Aldeanueva de la Serrezuela,58.1,44.0,58.3,38.6,95.5,4.6,1.8,,,35153.0,17813.0,29641.0,15020.0,,
40010 Aldeanueva del Codonal,59.8,110.0,50.0,42.7,94.6,1.8,1.9,19038.0,15750.0,30508.0,15954.0,26805.0,14017.0,2.5,31.5
40012 Aldea Real,49.7,280.0,39.8,30.4,90.0,12.5,2.5,18415.0,16450.0,35778.0,14494.0,31285.0,12674.0,2.2,27.8
40013 Aldeasoña,66.4,64.0,41.7,57.8,96.9,0.0,1.8,,,35153.0,17813.0,29641.0,15020.0,,
40014 Aldehorno,56.5,55.0,60.7,38.2,98.2,5.5,2.0,,,35153.0,17813.0,29641.0,15020.0,,
40015 Aldehuela del Codonal,64.1,23.0,61.5,52.2,95.7,4.4,1.8,,,35180.0,17002.0,30053.0,14524.0,,
40016 Aldeonte,57.3,55.0,44.0,40.0,100.0,5.5,2.2,,,35153.0,17813.0,29641.0,15020.0,,
40017 Anaya,47.2,120.0,31.9,18.3,80.0,11.7,2.5,22347.0,21350.0,47892.0,18670.0,39169.0,15269.0,2.7,31.1
40018 Añe,61.6,69.0,50.0,47.8,97.1,2.9,2.0,,,35180.0,17002.0,30053.0,14524.0,,
40019 Arahuetes,63.5,25.0,73.7,48.0,92.0,0.0,1.3,,,35445.0,18785.0,29618.0,15697.0,,
40020 Arcones,57.0,193.0,53.6,37.3,92.8,4.7,1.8,19019.0,19250.0,30110.0,16977.0,25877.0,14590.0,2.7,27.7
40021 Arevalillo de Cega,61.6,18.0,71.4,50.0,100.0,0.0,1.3,,,35445.0,18785.0,29618.0,15697.0,,
40022 Armuña,53.8,224.0,47.9,27.2,96.0,7.6,1.9,21273.0,18550.0,37613.0,18647.0,31313.0,15524.0,3.0,31.0
40024 Ayllón,44.9,1092.0,37.7,20.4,86.6,17.1,2.4,17622.0,15050.0,35346.0,14558.0,29331.0,12081.0,2.4,32.3
40025 Barbolla,55.6,143.0,44.3,35.7,88.8,6.3,2.0,20251.0,17150.0,34011.0,16649.0,29369.0,14376.0,3.0,35.1
40026 Basardilla,42.4,150.0,35.5,13.3,94.7,18.0,2.4,20998.0,21350.0,42146.0,17094.0,34702.0,14075.0,2.6,30.4
40028 Bercial,56.4,107.0,41.4,37.4,87.9,5.6,1.8,17579.0,14700.0,29203.0,15830.0,24814.0,13451.0,2.3,31.5
40029 Bercimuel,58.5,34.0,59.1,44.1,88.2,0.0,1.6,,,35153.0,17813.0,29641.0,15020.0,,
40030 Bernardos,51.9,477.0,40.4,34.2,95.2,9.4,2.1,20825.0,19250.0,37845.0,17608.0,31776.0,14784.0,2.3,26.8
40031 Bernuy de Porreros,39.1,1062.0,41.4,10.4,87.5,18.3,2.2,19138.0,17150.0,35293.0,16024.0,29488.0,13388.0,2.3,26.1
40032 Boceguillas,39.9,696.0,28.3,14.4,61.5,20.8,2.7,17233.0,13650.0,37604.0,13684.0,30984.0,11275.0,3.0,35.8
40033 Brieva,42.6,91.0,46.5,12.1,85.7,16.5,2.1,,,35445.0,18785.0,29618.0,15697.0,,
40034 Caballar,55.7,74.0,50.0,36.5,96.0,2.7,1.9,,,35445.0,18785.0,29618.0,15697.0,,
40035 Cabañas de Polendos,43.7,204.0,38.6,19.6,96.6,19.6,2.3,21223.0,19950.0,40291.0,17380.0,33783.0,14573.0,2.4,22.3
40036 Cabezuela,47.7,627.0,37.2,25.7,87.9,14.8,2.4,17749.0,15750.0,33693.0,13962.0,29307.0,12145.0,2.4,26.7
40037 Calabazas de Fuentidueña,63.4,25.0,62.5,48.0,96.0,0.0,1.6,,,35153.0,17813.0,29641.0,15020.0,,
40039 Campo de San Pedro,49.0,254.0,45.1,24.4,82.7,13.8,2.3,20048.0,17150.0,37249.0,16324.0,31813.0,13942.0,2.5,29.5
40040 Cantalejo,45.0,3554.0,31.7,22.3,81.5,16.9,2.5,17697.0,15750.0,35595.0,14325.0,29920.0,12041.0,2.6,30.8
40041 Cantimpalos,46.4,1359.0,30.7,23.8,82.3,15.5,2.5,19211.0,16450.0,38422.0,15585.0,32252.0,13082.0,2.3,29.2
40043 Carbonero el Mayor,45.3,2489.0,31.4,23.5,81.1,16.4,2.5,20274.0,17850.0,40802.0,15939.0,34664.0,13541.0,2.1,25.6
40044 Carrascal del Río,55.4,142.0,40.9,40.9,92.3,7.0,2.1,20605.0,17150.0,36880.0,17142.0,31024.0,14419.0,3.3,31.8
40045 Casla,49.5,158.0,40.3,22.2,87.3,8.2,2.0,16580.0,15050.0,30001.0,14221.0,25578.0,12125.0,3.7,32.8
40046 Castillejo de Mesleón,49.5,120.0,55.6,26.7,84.2,8.3,1.9,19952.0,15750.0,31897.0,16489.0,26436.0,13666.0,2.1,40.9
40047 Castro de Fuentidueña,60.6,45.0,57.7,44.4,100.0,0.0,1.7,,,35153.0,17813.0,29641.0,15020.0,,
40048 Castrojimeno,67.3,31.0,57.9,61.3,100.0,0.0,1.6,,,35153.0,17813.0,29641.0,15020.0,,
40049 Castroserna de Abajo,57.6,36.0,52.6,44.4,100.0,8.3,1.9,,,35445.0,18785.0,29618.0,15697.0,,
40051 Castroserracín,56.8,35.0,35.3,40.0,88.6,8.6,2.1,,,35153.0,17813.0,29641.0,15020.0,,
40052 Cedillo de la Torre,56.2,85.0,53.1,35.3,94.1,8.2,1.7,,,35153.0,17813.0,29641.0,15020.0,,
40053 Cerezo de Abajo,45.5,128.0,46.7,20.3,73.4,15.6,2.1,17542.0,14350.0,32642.0,14885.0,27289.0,12444.0,2.6,35.8
40054 Cerezo de Arriba,51.3,135.0,56.6,28.2,88.9,8.9,1.8,20786.0,16450.0,35547.0,19896.0,29452.0,16484.0,2.7,35.6
40055 Cilleruelo de San Mamés,55.4,33.0,50.0,33.3,100.0,6.1,1.8,,,35153.0,17813.0,29641.0,15020.0,,
40056 Cobos de Fuentidueña,58.3,36.0,55.6,55.6,83.3,16.7,2.0,,,35153.0,17813.0,29641.0,15020.0,,
40057 Coca,48.3,1740.0,27.6,27.2,89.9,13.3,2.4,18418.0,17150.0,35580.0,14661.0,30158.0,12427.0,2.1,24.6
40058 Codorniz,55.5,316.0,26.9,41.8,99.1,6.0,2.4,18287.0,16450.0,33941.0,14330.0,29764.0,12567.0,2.5,28.7
40059 Collado Hermoso,50.9,127.0,50.0,27.6,95.3,4.7,2.2,25264.0,24150.0,50171.0,22476.0,40804.0,18280.0,2.4,30.2
40060 Condado de Castilnovo,57.0,86.0,40.5,44.2,88.4,10.5,2.3,,,35153.0,17813.0,29641.0,15020.0,,
40061 Corral de Ayllón,59.8,75.0,29.4,44.0,93.3,6.7,2.2,,,35153.0,17813.0,29641.0,15020.0,,
40062 Cubillo,58.4,63.0,70.3,46.0,96.8,4.8,1.7,,,35445.0,18785.0,29618.0,15697.0,,
